Alpha, EGS, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF
 0.02,   0.1, .9375, .9375, .5586, -.559, .2977, -.298, .1244, -.124
 0.02,   0.1, 0.875, 0.875, .2284, -.228, .2271, -.227, .0763, -.076
 0.02,   0.1, 0.875, 0.875, .3848, -.385, .2587, -.259, -.048, .0479
 0.02,   0.1, .8125, .8125, .2848, -.285, .2313, -.231, .1747, -.175
 0.02,   0.1,  0.75, 0.625, .3433, -.343, .4585, -.459, .1623, -.162
 0.02,   0.1, 0.875,   1.0, .4778, -.478, .2533, -.253, .0976, -.098
 0.02,   0.1, 0.625, .8125, .2258, -.226, .2119, -.212, .0219, -.022
 0.02,   0.1, .8125, .9375, .2562, -.256, .0755, -.075, .1077, -.108
 0.02,   0.1, 0.875, .9375, 0.231, -.231, .1751, -.175, .1064, -.106
 0.02,   0.1, 0.875, .9375, .2724, -.272, 0.106, -.106, 0.003, -.003
 0.02,   0.1, .6875, .6875, .2713, -.271, .2363, -.236,  0.16, -0.16
 0.02,   0.1,  0.75, .8125, .3742, -.374, .2825, -.283, .1725, -.172
 0.02,   0.1, .9375, 0.875, .2891, -.289, .2379, -.238, .1109, -.111
 0.02,   0.1, 0.625,  0.75, .1689, -.169, 0.098, -.098, .2312, -.231
 0.02,   0.1, 0.625, .8125, .2229, -.223, .1318, -.132, .1397, -0.14
 0.02,   0.1, 0.875,   1.0, .2961, -.296, .2016, -.202, .1667, -.167
 0.02,   0.1, 0.625, 0.875, .1603, -0.16, .1695, -.169, .0204, -0.02
 0.02,   0.1, .8125, .6875, .3285, -.329, .3557, -.356, .0841, -.084
 0.02,   0.1, .8125, 0.875, .2368, -.237, .1067, -.107, .0373, -.037
 0.02,   0.1, .9375, .9375, 0.396, -.396, .2362, -.236, .0436, -.044
 0.02,   0.1,  0.75, 0.875, 0.299, -.299, .3489, -.349, .0598, -0.06
 0.02,   0.1, 0.875, .8125, 0.269, -.269, .0614, -.061, .1669, -.167
 0.02,   0.1, .8125, 0.875, .3635, -.364, .3556, -.356, .1379, -.138
 0.02,   0.1, .8125, .6875, .2715, -.271, .2279, -.228, .1602, -0.16
 0.02,   0.1, 0.875,  0.75, .1661, -.166, .0628, -.063, .1328, -.133
 0.02,   0.1,   1.0, .9375, .5443, -.544, .0761, -.076, .2045, -.204
 0.02,   0.1, .9375, 0.875, .2664, -.266, 0.179, -.179, .1346, -.135
 0.02,   0.1, .6875,  0.75, 0.205, -.205, 0.294, -.294, .1651, -.165
 0.02,   0.1, .8125,  0.75, .3212, -.321, .1624, -.162, .2625, -.263
 0.02,   0.1, .5625, .5625, .0851, -.085, .1483, -.148, .1346, -.135
 0.02,   0.1, 0.875, .8125, .1949, -.195, .0932, -.093, .0278, -.028
 0.02,   0.1, 0.875, 0.875, .3974, -.397, .2687, -.269, .0063, -.006
 0.02,   0.1,   1.0,   1.0, .4299, -0.43, .1646, -.165, .1618, -.162
 0.02,   0.1, .5625, .5625, .0975, -.098, .2656, -.266, .0834, -.083
 0.02,   0.1, 0.875,   1.0, .3662, -.366, .2334, -.233, .0988, -.099
 0.02,   0.1, 0.625,  0.75, .2215, -.222, 0.189, -.189,  -0.0, .0004
 0.02,   0.1,  0.75, 0.875, .2563, -.256, .1287, -.129, .0466, -.047
 0.02,   0.1, .6875, .8125, .1436, -.144, .1007, -.101, .0901, -0.09
 0.02,   0.1,  0.75, .6875, 0.231, -.231, .2005, -.201, .1682, -.168
 0.02,   0.1,  0.75, .8125, .2412, -.241, .0512, -.051, .0611, -.061
 0.02,   0.1, 0.875, 0.625, .2455, -.246, .2029, -.203, -.043, .0435
 0.02,   0.1,  0.75, 0.625, .1315, -.131, .1249, -.125, .0985, -.099
 0.02,   0.1, 0.875, 0.875, .2427, -.243, .1259, -.126, .0307, -.031
 0.02,   0.1, .9375, .6875, .2643, -.264, .1813, -.181, .1992, -.199
 0.02,   0.1, 0.875, 0.875, 0.351, -.351, .0944, -.094, .1727, -.173
 0.02,   0.1, .6875, .6875, .2946, -.295, .2381, -.238, .1453, -.145
 0.02,   0.1, 0.625, .9375, .3194, -.319, .1373, -.137, .1612, -.161
 0.02,   0.1,  0.75, 0.875, .3117, -.312, .2322, -.232, .0449, -.045
 0.02,   0.1,  0.75, 0.625, .0897, -0.09, .0969, -.097, .0758, -.076
 0.02,   0.1, .8125, 0.875, .3183, -.318, .1932, -.193, .0832, -.083
 0.02,   0.1,   1.0, .9375, .5083, -.508, .2425, -.242, 0.002, -.002
 0.02,   0.1,  0.75,  0.75,  0.14, -0.14, .1294, -.129, .0599, -0.06
 0.02,   0.1,  0.75, .6875, .2008, -.201, .2031, -.203, .1276, -.128
 0.02,   0.1,  0.75, .8125, .2702, -0.27, .2337, -.234, .0654, -.065
 0.02,   0.1, 0.875, .8125, .2809, -.281, .3159, -.316, .1645, -.164
 0.02,   0.1, .9375, .8125, .3961, -.396, 0.171, -.171, -.029, .0285
 0.02,   0.1, .8125, .6875, .2031, -.203, .0748, -.075, .0269, -.027
 0.02,   0.1, .8125, .8125, .2935, -.294, .1066, -.107, 0.154, -.154
 0.02,   0.1, .9375, 0.875, .3087, -.309, .0566, -.057, .1035, -.103
 0.02,   0.1, 0.875, .8125, .2643, -.264, 0.136, -.136, .0466, -.047
 0.02,   0.1, .9375, .9375, 0.363, -.363, .1523, -.152, .0323, -.032
 0.02,   0.1,  0.75,  0.75, .1958, -.196, .3145, -.315, .1989, -.199
 0.02,   0.1, .9375, 0.875,  0.33, -0.33, .0752, -.075, .0747, -.075
 0.02,   0.1,  0.75,  0.75, .3187, -.319, .2091, -.209, .0659, -.066
 0.02,   0.1,  0.75, 0.875, .3329, -.333, .2635, -.264, .1072, -.107
 0.02,   0.1, 0.625, .4375, .2039, -.204, .1788, -.179, -.002, .0021
 0.02,   0.1, .6875,  0.75, .1625, -.162, .0925, -.092, .2032, -.203
 0.02,   0.1, .6875, .8125, .1641, -.164, 0.157, -.157, -.058, .0583
 0.02,   0.1, .8125, .8125, .2924, -.292, .1808, -.181, .1858, -.186
 0.02,   0.1,  0.75, .8125, .2652, -.265, .1945, -.195, .0963, -.096
 0.02,   0.1, .8125, .6875, .2032, -.203, .1349, -.135, .1746, -.175
 0.02,   0.1,  0.75,   1.0, .3353, -.335, .1718, -.172, .2505, -0.25
 0.02,   0.1, .6875, 0.625, .3488, -.349, .3162, -.316, .2246, -.225
 0.02,   0.1, .6875, .4375, .0861, -.086, 0.107, -.107, -.026, .0264
 0.02,   0.1,   1.0, 0.875, .3563, -.356, .2487, -.249, .0866, -.087
 0.02,   0.1, .5625,  0.75, .1829, -.183, .2019, -.202, 0.031, -.031
 0.02,   0.1, .9375, .8125, .3195, -0.32, .1375, -.137, .1787, -.179
 0.02,   0.1, 0.875, 0.875, .4045, -.404, .2814, -.281, .1554, -.155
 0.02,   0.1, 0.625, .6875, .2298, -0.23, .3102, -0.31, .0062, -.006
 0.02,   0.1,  0.75, .5625, .1975, -.198, .1824, -.182, .2745, -.274
 0.02,   0.1,   1.0,  0.75, .4221, -.422, .2097, -0.21, -.029, .0287
 0.02,   0.1, 0.875, 0.875, .4148, -.415, .3212, -.321, .0426, -.043
 0.02,   0.1, .6875, 0.375, .0937, -.094, .2298, -0.23, .2034, -.203
 0.02,   0.1, .9375,  0.75, .4775, -.478, .1877, -.188, .2895, -0.29
 0.02,   0.1, .8125,  0.75, .3745, -.375, .1865, -.186, .2395, -.239
 0.02,   0.1, .9375, 0.875, .3689, -.369, .2496, -0.25, .0876, -.088
 0.02,   0.1, .9375, 0.875, .4022, -.402, .1582, -.158, .0302, -0.03
 0.02,   0.1, .8125,  0.75, .2262, -.226, .2725, -.272, .0159, -.016
 0.02,   0.1, 0.875,  0.75, .2963, -.296, .1929, -.193, .2192, -.219
 0.02,   0.1,   1.0, .8125, .3208, -.321, .2299, -0.23, .2708, -.271
 0.02,   0.1, .9375, .9375, .3874, -.387, .1828, -.183, .0878, -.088
 0.02,   0.1, 0.875, 0.875, .2376, -.238, .0928, -.093, .1001,  -0.1
 0.02,   0.1, 0.875, .9375, .4385, -.439, .2268, -.227, .0755, -.075
 0.02,   0.1,   1.0,   1.0, .3646, -.365, .1461, -.146, .0744, -.074
 0.02,   0.1,   1.0, 0.875, .4633, -.463, .1833, -.183, .0495, -0.05
 0.02,   0.1, 0.875, 0.625, .3743, -.374, .3633, -.363, -.077, .0766
 0.02,   0.1, .9375,  0.75, .3295, -0.33,  0.22, -0.22, .0969, -.097
 0.02,   0.1, 0.875, .8125, .4281, -.428, .3297, -0.33, 0.216, -.216
 0.02,   0.1, .8125, .8125, .1947, -.195, .2179, -.218, .0983, -.098
 0.02,   0.1, 0.875,   1.0, .3847, -.385, .1747, -.175, -.062, .0618
 0.02,   0.1, .6875, .8125, .1569, -.157, 0.301, -.301, .0891, -.089
 0.02,   0.1,   1.0, .8125, .2604, -0.26, .2643, -.264, -.015, .0146
 0.02,   0.1,  0.75, .6875, .1663, -.166, .0958, -.096, 0.122, -.122
 0.02,   0.1, .6875, .8125, .1365, -.136, .2054, -.205, .2207, -.221
 0.02,   0.1, .9375, .8125, .3034, -.303, .1645, -.165, .0596, -0.06
 0.02,   0.1, .6875,  0.75, .1625, -.162, 0.294, -.294, .0951, -.095
 0.02,   0.1, 0.625, .5625, .2289, -.229, .1343, -.134, .0894, -.089
 0.02,   0.1,  0.75, 0.875, .2007, -.201, 0.166, -.166, .1251, -.125
 0.02,   0.1,  0.75, 0.875, .2831, -.283, .2355, -.236, .1283, -.128
 0.02,   0.1, .9375, .8125, .2622, -.262, .2327, -.233, .0312, -.031
 0.02,   0.1, .8125,  0.75, .1902, -0.19, .1651, -.165, -.012, .0123
 0.02,   0.1, .9375,   1.0, .3602, -0.36, .2428, -.243, .0133, -.013
 0.02,   0.1, .9375, .8125, .2764, -.276, .0408, -.041, .1584, -.158
 0.02,   0.1,   0.5, 0.875, .1625, -.162, 0.129, -.129, .1502, -0.15
0.021,   0.1, 0.875,  0.75, .1358, -.136, 0.168, -.168, .1282, -.128
0.021,   0.1, .9375,   1.0, .4249, -.425, 0.195, -.195, .0624, -.062
0.021,   0.1, .6875, .5625, .1385, -.138, .1746, -.175, .1248, -.125
0.021,   0.1, .9375,  0.75, .3476, -.348, .2655, -.265, .2515, -.252
0.021,   0.1, .6875,   0.5, .1291, -.129, .2339, -.234, .1473, -.147
0.021,   0.1,   1.0,   1.0, .4349, -.435, .3672, -.367, .1019, -.102
0.021,   0.1, 0.625,  0.75, .1071, -.107, .2513, -.251, .0979, -.098
0.021,   0.1, 0.875, .6875, 0.201, -.201, .2398, -0.24, .1714, -.171
0.021,   0.1, .8125, .8125, .1003,  -0.1, .1763, -.176, .1107, -.111
0.021,   0.1, 0.875, .8125, .2282, -.228, .2126, -.213, .1011, -.101
0.021,   0.1, .8125, 0.875, .4162, -.416, .1866, -.187, .1222, -.122
0.021,   0.1,  0.75, .9375, .2915, -.292, .1897, -0.19, .0525, -.052
0.021,   0.1, 0.875,  0.75, .2868, -.287, .2728, -.273, .1559, -.156
0.021,   0.1, 0.875, .6875,   0.3,  -0.3, .2573, -.257, .2629, -.263
0.021,   0.1,  0.75, 0.875, .3196, -0.32, .1972, -.197, .1293, -.129
0.021,   0.1,   1.0, 0.875, .3132, -.313, .2354, -.235, .0779, -.078
0.021,   0.1,  0.75, .8125, .2432, -.243, 0.057, -.057, -.015, .0147
0.021,   0.1, .8125, 0.875, 0.395, -.395, .2869, -.287, .0709, -.071
0.021,   0.1, 0.875, .6875, .2421, -.242, .2062, -.206, .0929, -.093
0.021,   0.1, .6875, .6875, .1685, -.168, .1125, -.113, .1814, -.181
0.021,   0.1, .6875, .5625, .2144, -.214, .0618, -.062, .1296, -0.13
0.021,   0.1, 0.625, .8125, .3182, -.318, .2319, -.232, .1539, -.154
0.021,   0.1, .9375, 0.875, .3885, -.389, .2162, -.216, .1286, -.129
0.021,   0.1, .8125, 0.875, 0.355, -.355, .1417, -.142, .1828, -.183
0.021,   0.1, .8125,   1.0, .2693, -.269, .1607, -.161,  0.02, -0.02
0.021,   0.1, 0.875, .6875, .2746, -.275, .1041, -.104, .1696, -0.17
0.021,   0.1,   1.0, .9375, .4697, -0.47, .1747, -.175, .1284, -.128
0.021,   0.1, 0.875, 0.875, .2826, -.283, .1613, -.161, .1113, -.111
0.021,   0.1,   1.0,   1.0, .3464, -.346, .2311, -.231, .0382, -.038
0.021,   0.1, .8125, .9375, .3951, -.395, .1403, -0.14, .1525, -.152
0.021,   0.1,   0.5, .6875, .2118, -.212, .0851, -.085, -.015, .0153
0.021,   0.1, 0.875, .6875, .2806, -.281, .2522, -.252, .1157, -.116
0.021,   0.1, .9375,   1.0,  0.43, -0.43, .1515, -.152,  0.17, -0.17
0.021,   0.1,  0.75, .6875, 0.164, -.164, .0899, -0.09, .0322, -.032
0.021,   0.1,  0.75, 0.875, .2339, -.234, .1974, -.197, 0.046, -.046
0.021,   0.1, .9375, 0.875, .3048, -.305, .1603, -0.16, .0269, -.027
0.021,   0.1, 0.875, .6875, .3694, -.369, .1128, -.113, .1501, -0.15
0.021,   0.1, .8125, .8125, .2621, -.262, .1926, -.193, .0834, -.083
0.021,   0.1, .8125, 0.875, .2815, -.281, .2418, -.242, -.068, .0678
0.021,   0.1, .9375, 0.875, .3956, -.396, .1677, -.168, .1198, -0.12
0.021,   0.1, 0.625, .8125, .1626, -.163, .2061, -.206, 0.018, -.018
0.021,   0.1, .8125, 0.875, .1633, -.163, .1985, -.199, .1051, -.105
0.021,   0.1, .6875,  0.75, .1776, -.178, .0922, -.092, .1019, -.102
0.021,   0.1, .8125,  0.75, .2363, -.236, .2079, -.208, .1504, -0.15
0.021,   0.1, 0.875,   1.0, .4209, -.421, 0.273, -.273, .1987, -.199
0.021,   0.1, .6875, 0.875, .1649, -.165, -.009, .0093, .0286, -.029
0.021,   0.1, .8125, 0.875, .3689, -.369, .2406, -.241, .1369, -.137
0.021,   0.1, 0.875, .8125, .5121, -.512, .3143, -.314, .1389, -.139
0.021,   0.1, 0.875,  0.75, .1691, -.169, .0852, -.085, -.083, .0829
0.021,   0.1, .9375, 0.875, .2804, -0.28, 0.253, -.253, .1729, -.173
0.021,   0.1, 0.875,  0.75, .1554, -.155, .1677, -.168, 0.177, -.177
0.021,   0.1, .8125,  0.75, .2798, -0.28, .2229, -.223, .1398, -0.14
0.021,   0.1, .8125, .9375, .4453, -.445, .2213, -.221, 0.117, -.117
0.021,   0.1, 0.875, .9375, .4248, -.425, .2278, -.228, .0424, -.042
0.021,   0.1, .8125, .6875, .1324, -.132, .1182, -.118, 0.077, -.077
0.021,   0.1, 0.875, 0.875, .4182, -.418, .2172, -.217, .0602, -0.06
0.021,   0.1, .9375, 0.875, .4905, -.491, .3143, -.314, .1229, -.123
0.021,   0.1, .8125, 0.625, 0.374, -.374, .3869, -.387, 0.172, -.172
0.021,   0.1, .8125, .5625, .2102, -0.21, .1671, -.167, .1418, -.142
0.021,   0.1, 0.875, .9375, 0.244, -.244, .1339, -.134, -.012, .0118
0.021,   0.1, .8125,  0.75, .2356, -.236, .2008, -.201, .0637, -.064
0.021,   0.1, .9375,   1.0, .5047, -.505, -.012, .0121, .2596, -0.26
0.021,   0.1, 0.875, .9375, .3477, -.348, .1699, -0.17, .1538, -.154
0.021,   0.1, .6875, 0.875, .3532, -.353, .2354, -.235, .2115, -.212
0.021,   0.1,  0.75, .8125, .1306, -.131, .0548, -.055, .0376, -.038
0.021,   0.1, .8125, 0.875, .4237, -.424, .1318, -.132, .2255, -.226
0.021,   0.1, .8125, 0.625, .2278, -.228, .2817, -.282, .1558, -.156
0.021,   0.1, .5625, .5625, .0951, -.095, .2035, -.203, .1378, -.138
0.021,   0.1,   0.5,  0.75, .1702, -0.17, .2447, -.245, .0909, -.091
0.021,   0.1, .6875,  0.75, .3121, -.312, .3292, -.329, .0906, -.091
0.021,   0.1, .8125,   1.0, .4484, -.448, .3358, -.336, .0846, -.085
0.021,   0.1,   1.0, .8125, .4505, -0.45, .2667, -.267, .0351, -.035
0.021,   0.1, 0.875, 0.875, .2444, -.244, .2466, -.247, .0933, -.093
0.021,   0.1,   1.0, .9375, .3205, -.321, .1668, -.167, .1201, -0.12
0.021,   0.1, 0.875,   1.0, .3459, -.346, .1375, -.137, .0874, -.087
0.021,   0.1, .5625, .8125, .2923, -.292, .2879, -.288, .1201, -0.12
0.021,   0.1, 0.875, .6875, .2205, -.221, .0782, -.078, .1038, -.104
0.021,   0.1, 0.625, .4375, .0863, -.086, .1115, -.112, .1163, -.116
0.021,   0.1, 0.875,  0.75, .3356, -.336, .2237, -.224, .1707, -.171
0.021,   0.1, 0.875, .6875, .2718, -.272, .0663, -.066, .0617, -.062
0.021,   0.1, 0.875, .8125, .2711, -.271, .2071, -.207, 0.141, -.141
0.021,   0.1, .8125,  0.75, .2061, -.206, .1437, -.144, .1981, -.198
0.021,   0.1, 0.875, .8125, .2772, -.277, .0987, -.099, 0.165, -.165
0.021,   0.1,  0.75, .8125, .2522, -.252, .1376, -.138, .1778, -.178
0.021,   0.1, .8125,  0.75, .2368, -.237, .1397, -0.14, .1066, -.107
0.021,   0.1,  0.75,  0.75, .2385, -.239, .1544, -.154, .0411, -.041
0.021,   0.1,  0.75,   1.0, .3599, -0.36, .2649, -.265, .2695, -0.27
0.021,   0.1, .6875, .9375, .2049, -.205, .1433, -.143, .0654, -.065
0.021,   0.1, .5625,  0.75, .2018, -.202, .2099, -0.21, .1188, -.119
0.021,   0.1, .8125, .5625, .1168, -.117, .0623, -.062, .1467, -.147
0.021,   0.1,  0.75, .8125, .3037, -.304, .3357, -.336, .1601, -0.16
0.021,   0.1, .6875, .5625, .3158, -.316, .3468, -.347, .2309, -.231
0.021,   0.1, 0.875,  0.75, .3706, -.371, .3106, -.311, .3817, -.382
0.021,   0.1, .8125, .8125, .4921, -.492, .3118, -.312, -.081, .0811
0.021,   0.1,   1.0, .9375, 0.597, -.597, .4114, -.411, -.007, .0072
0.021,   0.1,   0.5,  0.75, .1401, -0.14, .1237, -.124, .1526, -.153
0.021,   0.1, 0.875,  0.75, .2494, -.249, .0685, -.068, .0038, -.004
0.021,   0.1, .8125, 0.875, .3242, -.324, .1643, -.164, .1151, -.115
0.021,   0.1, 0.875,   1.0, .4432, -.443, .3295, -.329, .1009, -.101
0.021,   0.1, 0.875, .9375, .3856, -.386, .1534, -.153, -.019, .0193
0.021,   0.1, 0.625,  0.75, .1711, -.171, .2113, -.211, .1313, -.131
0.021,   0.1,   1.0,   1.0, .3013, -.301, .2813, -.281, .1662, -.166
0.021,   0.1, .9375, .9375, 0.363, -.363, .2038, -.204, .0615, -.061
0.021,   0.1,  0.75,  0.75, .1935, -.193, .1625, -.163, .1184, -.118
0.021,   0.1, 0.875, .8125, .2747, -.275,  0.14, -0.14, .0772, -.077
0.021,   0.1, .8125, .6875,  0.23, -0.23, 0.063, -.063, .0526, -.053
0.021,   0.1, .6875, 0.625, 0.306, -.306, .3945, -.394, .1344, -.134
0.021,   0.1, .8125, 0.875, .3923, -.392, .2387, -.239, .0636, -.064
0.021,   0.1,  0.75, .8125, .2449, -.245, .2144, -.214, .1001,  -0.1
0.021,   0.1, .8125, .9375, .2521, -.252, .1726, -.173, .1731, -.173
0.021,   0.1, 0.625, .8125, .2469, -.247, .1665, -.166, .1321, -.132
0.021,   0.1, .8125, .9375, .3172, -.317, .1128, -.113, .0989, -.099
0.021,   0.1, .9375, .9375, .3459, -.346, .1716, -.172, .0612, -.061
0.021,   0.1, .6875,  0.75, .2429, -.243, .2409, -.241, .0369, -.037
0.021,   0.1, .6875, .8125, 0.459, -.459, .5696, -0.57, .1646, -.165
0.021,   0.1, .9375, .9375, .4934, -.493, .4066, -.407, .0187, -.019
0.021,   0.1, .9375, 0.875, .3587, -.359, .3288, -.329, .1232, -.123
0.021,   0.1, .9375, .9375, .4727, -.473, .2289, -.229, 0.003, -.003
0.021,   0.1, .9375, .8125, 0.395, -.395, .2912, -.291, .1334, -.133
0.021,   0.1, .9375, .9375, 0.373, -.373, .3301, -0.33, .1138, -.114
0.021,   0.1, .6875, .8125, .1983, -.198, -.007, .0074, .1132, -.113
0.021,   0.1, .8125, .8125, .2772, -.277, .1494, -.149, .1993, -.199
0.021,   0.1, .8125,   1.0, .3517, -.352, .1967, -.197, .1627, -.163
0.021,   0.1, .9375,  0.75, .2048, -.205, .1734, -.173, .0807, -.081
0.021,   0.1, 0.875, .9375, .3873, -.387, .2269, -.227, .1588, -.159
0.021,   0.1, .8125,  0.75, .2347, -.235, .2788, -.279, .0991, -.099
0.021,   0.1, .9375, .9375, .3852, -.385, .0509, -.051, .1774, -.177
0.021,   0.1, .6875, .6875, .2886, -.289, .3911, -.391, .0207, -.021
0.021,   0.1, .8125, 0.625, 0.258, -.258, .1741, -.174, .2269, -.227
0.021,   0.1, .8125, 0.875, .3402, -0.34, 0.316, -.316, .2274, -.227
0.021,   0.1,   0.5, .4375, 0.128, -.128, 0.246, -.246, .0682, -.068
0.021,   0.1, .9375, 0.875, .3459, -.346, .2231, -.223, .1301, -0.13
0.021,   0.1, 0.875,   1.0, 0.433, -.433, .2774, -.277, .0502, -0.05
0.021,   0.1, 0.875,  0.75, .3683, -.368, .3936, -.394, .0572, -.057
0.021,   0.1, .9375, .8125, .3315, -.331, .2481, -.248, .2025, -.202
0.021,   0.1, .9375, .9375, .4342, -.434, .1362, -.136, .1366, -.137
0.021,   0.1, 0.875, .6875, .2077, -.208, .2076, -.208, .0877, -.088
0.021,   0.1, 0.875, .8125, .2025, -.203, .1596, -0.16, .0343, -.034
0.021,   0.1, .8125, .8125, .2476, -.248, 0.106, -.106, .0964, -.096
0.021,   0.1,   1.0,   1.0, 0.434, -.434, .0853, -.085, .1041, -.104
0.021,   0.1,   1.0, .9375, 0.546, -.546, .2752, -.275, .0679, -.068
0.021,   0.1, .8125,   1.0, .3227, -.323, .2822, -.282, .0474, -.047
0.021,   0.1, .8125, .8125, .5183, -.518, .3175, -.318, .1799, -0.18
0.021,   0.1, .8125, 0.875, .3125, -.312, .1888, -.189, .1771, -.177
0.021,   0.1, .6875, .6875, .2648, -.265, .4427, -.443, .1956, -.196
0.021,   0.1, 0.875,   1.0, .3281, -.328, .2551, -.255, .0603, -0.06
0.021,   0.1, .8125, 0.625, .3285, -.329, 0.293, -.293, .1511, -.151
0.021,   0.1, .5625, .8125, .1827, -.183, .1345, -.135, .0329, -.033
0.021,   0.1,   1.0, 0.875, 0.358, -.358, .2223, -.222, .0753, -.075
0.021,   0.1, .5625, .8125, .1977, -.198, .2167, -.217, .0766, -.077
0.021,   0.1, .5625,   0.5, .0531, -.053, .0972, -.097, .1366, -.137
0.021,   0.1, .6875,  0.75, .0573, -.057, .1019, -.102, 0.205, -.205
0.021,   0.1,   1.0, 0.875, .3823, -.382, .1454, -.145, .0199, -0.02
0.021,   0.1,   1.0,  0.75, .4187, -.419, .1639, -.164, .2064, -.206
0.021,   0.1,   1.0,   1.0, 0.691, -.691, .2902, -0.29, .1396, -0.14
0.021,   0.1,   1.0, 0.875, .4109, -.411, .1683, -.168, .0338, -.034
0.021,   0.1,  0.75, .9375, .4303, -0.43, .3162, -.316, -0.05, .0502
0.021,   0.1,  0.75, .8125, .2431, -.243, .1326, -.133, .0976, -.098
0.021,   0.1, .9375, .6875, .3112, -.311, .2107, -.211, -.012, .0117
0.021,   0.1, 0.875, .9375, .3048, -.305, .1826, -.183, .0418, -.042
0.021,   0.1, 0.625, .6875, .2151, -.215, .1412, -.141, .1105, -0.11
0.021,   0.1, .8125, 0.625, .1938, -.194, 0.143, -.143, 0.067, -.067
0.021,   0.1, .6875, .6875, .2081, -.208, .2101, -0.21, .1417, -.142
0.021,   0.1, .6875, .6875, .2007, -.201, .2354, -.235, .1106, -.111
0.021,   0.1,   1.0, .9375, .2979, -.298, 0.089, -.089, .1127, -.113
0.021,   0.1, .8125, .8125, .3112, -.311, 0.078, -.078, .1159, -.116
0.021,   0.1, .8125, .8125, .2279, -.228, .3177, -.318, -.008, .0077
0.021,   0.1,   1.0,  0.75, .3436, -.344, .2434, -.243, .1129, -.113
0.021,   0.1,   1.0, 0.875, .6086, -.609, .4063, -.406, -.042, .0425
0.021,   0.1, .8125, .6875, .4178, -.418, .2992, -.299, .1602, -0.16
0.021,   0.1, 0.625, .8125, .1847, -.185, .2124, -.212, .1043, -.104
0.021,   0.1, .9375,   1.0, .4039, -.404, .1276, -.128, .2083, -.208
0.021,   0.1, .9375, .9375, .3085, -.309, .1813, -.181, .1917, -.192
0.021,   0.1, 0.875,   1.0, .4269, -.427, .2021, -.202, .1064, -.106
0.021,   0.1, .8125, .6875, .2106, -.211, .2455, -.246, .1454, -.145
0.021,   0.1, 0.625, .6875, .2339, -.234, .2087, -.209, .0322, -.032
0.021,   0.1,   1.0,   1.0, .5725, -.573, .0886, -.089, .1373, -.137
0.021,   0.1,  0.75, 0.875, 0.334, -.334, .2995, -.299, .2119, -.212
0.021,   0.1, 0.875, .8125, .3153, -.315, .0287, -.029, .0174, -.017
0.021,   0.1, 0.875, .8125, .4221, -.422, .2683, -.268, .1283, -.128
0.021,   0.1, .8125, 0.875, .2449, -.245, .1545, -.154, .0249, -.025
0.021,   0.1,  0.75, .6875, .2563, -.256, .1852, -.185, .1583, -.158
0.021,   0.1, .6875,  0.75, .2037, -.204, .2487, -.249, 0.024, -.024
0.021,   0.1, .9375, .8125, .3826, -.383, .2101, -0.21, 0.139, -.139
0.021,   0.1,   0.5,  0.75, .0919, -.092, 0.092, -.092, .0991, -.099
0.021,   0.1, .8125, .8125, .2053, -.205, .0979, -.098, .1205, -0.12
0.021,   0.1, .8125, .6875,  0.28, -0.28, .1928, -.193, .1801, -0.18
0.021,   0.1,   1.0,  0.75, .2439, -.244, .1426, -.143, 0.167, -.167
0.021,   0.1, .8125,  0.75, .2307, -.231, .2933, -.293, 0.099, -.099
0.021,   0.1,  0.75, 0.625, .1732, -.173, .2046, -.205, .0381, -.038
0.021,   0.1, .9375, .8125, .3899, -0.39, 0.156, -.156, .1694, -.169
0.021,   0.1, .8125, 0.625, .2082, -.208, .2409, -.241, .1731, -.173
0.021,   0.1, .6875, .8125, .1801, -0.18, .1977, -.198,  0.08, -0.08
0.021,   0.1, .8125, .9375, .3169, -.317, .0831, -.083, .0965, -.097
0.021,   0.1, .8125, 0.875, .5084, -.508, .3634, -.363, .1655, -.166
0.021,   0.1, .9375, .8125, 0.277, -.277, .0798, -0.08, .0656, -.066
0.021,   0.1,  0.75, .8125, .2478, -.248, .1829, -.183, .0628, -.063
0.021,   0.1, .9375, .9375, .5468, -.547, .2915, -.292, .1163, -.116
0.021,   0.1,  0.75,  0.75, .1387, -.139, .1618, -.162, .0833, -.083
0.021,   0.1, .9375, 0.875, .3817, -.382, .2128, -.213, .1812, -.181
0.021,   0.1, .9375,   1.0, .3048, -.305, .2026, -.203, .1294, -.129
0.021,   0.1,  0.75, .9375, .3555, -.355, .2182, -.218, .1472, -.147
0.021,   0.1, .8125, 0.875, .2767, -.277, .2406, -.241, .1425, -.142
0.021,   0.1, .8125, 0.875, .3558, -.356, .2492, -.249, .0809, -.081
0.021,   0.1, 0.875,  0.75, .3735, -.374, .2843, -.284, .1604, -0.16
0.021,   0.1, 0.875,  0.75, .2834, -.283, .2047, -.205, .1772, -.177
0.021,   0.1, .5625, .8125, .1328, -.133, .2621, -.262, 0.065, -.065
0.021,   0.1, .9375, .6875, .3779, -.378, .2294, -.229, .2101, -0.21
0.021,   0.1, 0.875, 0.875, 0.328, -.328, .0813, -.081, .1973, -.197
0.021,   0.1, .6875,   1.0, .2702, -0.27, .0975, -.098, .1085, -.109
