Alpha, EGS, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF, DontPickA, DontPickB, DontPickC, DontPickD, DontPickE, DontPickF
0.001,   0.1, 0.625,   0.5, .0076, -.043, -.008, -.015, .0014, -.013, -.024, .0073, -.027, -.005, -.013, -0.01
0.001,   0.1,   0.5, .4375,  -0.0, -.024, -.006, -.025, -.006, -.024, -.029, .0105, -.029, -.001, -.013, -.014
0.001,   0.1,   0.5, .4375, .0039, -.029, -.012, -.035, -.012, -0.03, -.031, .0076, -.031, -.006, -0.02, -.009
0.001,   0.1, .6875, 0.625, .0005, -.033, .0064, -.024, -.011, -.021, -.028, .0105, -.019, -.004, -.016, -0.01
0.001,   0.1, .5625, 0.625, .0058, -.025, -.003, -.025, -0.01, -.014, -.031, .0079, -.026, .0017, -.023, -.012
0.001,   0.1, 0.625, .6875, .0017, -.033, -.008, -.033, -0.01, -.016, -.025, .0017, -.016, .0005, -.025, -.006
0.001,   0.1, 0.625,   0.5, .0078, -.029, -.007, -.029, -.008, -0.02, -.035, .0014, -.025, -.013, -.026, -.002
0.001,   0.1, .5625, .4375, .0041, -.034, .0028, -.028, -.008, -.029, -.024, .0033, -.031, -.001, -.024, -.007
0.001,   0.1,   0.5, .5625, -.001, -.023, -.007, -.031, -.022, -.017, -.026, .0016, -.019, -.008, -.023, .0007
0.001,   0.1, .4375, .5625, .0085, -0.04, .0038, -.033, -.015, -.021, -.023, .0028, -.018, .0004, -.011, -.003
0.001,   0.1, .4375,   0.5, -.004, -.027, -.016, -.021, -.012, -.023, -.028, .0047, -.021, .0003, -.032, -.011
0.001,   0.1, .4375, .4375, -.005, -.034, .0144, -.018, -.007, -.022, -.034, .0009, -.029, .0042, -0.02, -0.01
0.001,   0.1, .4375, .8125, .0034, -.023, .0011, -.022, -.007, -.016, -.022, .0023, -.026, -.001, -.023, -.004
0.001,   0.1, 0.625, .4375, .0064, -.029, -.006, -.028, -.001, -.017, -.038,  0.01, -0.03, .0001, -.021, -.004
0.001,   0.1, .3125, 0.375, .0189, -.026, .0014, -0.02, -.006, -0.02, -0.03, .0038, -.024, -.005, -.011, -.003
0.001,   0.1, .5625,   0.5, .0041, -0.03, -0.01, -.018, -.003, -.017, -0.03, .0073, -.023,  -0.0, -.028, -.007
0.001,   0.1, 0.625,   0.5, .0041, -.041, -.002, -.016, -.005, -0.02, -.026, .0001, -.035, -.009, -.022, -.001
0.001,   0.1, .3125, .4375, -.003, -.024, .0028, -0.03, -.004, -0.03, -.025, .0042, -.027, -.001, -.019, -.003
0.001,   0.1, 0.625, 0.625, .0015, -.031, -.006, -0.03, -.009, -0.01, -.028, .0078, -.027, -.002, -.032, -.012
0.001,   0.1, .5625, .6875, .0054, -0.03, -.002, -.017, -.009, -.019, -.027, .0062, -.034, -.005, -.022, -.006
0.001,   0.1, 0.625, .4375, .0061, -0.04, -.003, -.036, -.012, -0.02, -.021, -.004, -.021, -.007, -.019, -.006
0.001,   0.1, .9375, 0.625, .0001, -.026, -.007, -.025, -.009, -.017, -.028, .0031, -.012, -.006, -.029, -.023
0.001,   0.1, .6875, .4375, .0098, -.035, -.001, -.018, -.004, -.025, -.027, .0028, -.014, -.003, -.015, -.008
0.001,   0.1, .5625, 0.375, -.002, -.025, -.003, -.014, -.027, -.016, -.029, -.003, -.037, -.003, -.017, -.009
0.001,   0.1,  0.75, .5625, .0029, -.034, -.001, -.027, -.005, -.024, -.029, .0056, -.025, -.002, -.019, -.019
0.001,   0.1, .5625, .5625, -.003, -.038, -.006, -.025, -.005, -.012, -.036, .0037, -.034, -.005, -.012, -.009
0.001,   0.1,   0.5,   0.5, -.003, -.026, -.005, -.025, -.004, -.013, -.034,  -0.0, -.024, .0019, -.009, -.004
0.001,   0.1, 0.375, .4375, .0022, -.033, .0047, -.025, -.018, -.015, -.031, 0.002, -.038, -.012, -.023, -.006
0.001,   0.1,  0.75, .1875, .0084, -.034, -.007, -.033, -.005, -0.02, -.033, .0047, -.019, -.007, -.022, -.005
0.001,   0.1,   0.5, .4375, .0031, -.034, -.007, -.029, -.014, -.027, -.026, .0067, -.025, -.003, -.016, -.007
0.001,   0.1, .8125, .4375, .0077, -.029, .0027, -.022, -.012, -0.03, -.035, .0045, -.028, -.001, -0.02, -0.01
0.001,   0.1, 0.625, .5625, .0077, -0.03, .0023, -.025, -.003, -.018, -.022, .0037, -.032, -.002, -.018, -.001
0.001,   0.1, 0.625,   0.5, .0084, -0.03, -.001, -.037, -.006, -.018, -.025, .0004, -.021, -.011, -.023, -.014
0.001,   0.1, .5625, 0.625, .0046, -0.03, -.002, -.032, -.012, -.017, -.021, -.003, -.028, -.001, -.025, -.003
0.001,   0.1, .5625, .4375, .0008, -.006, .0031, -.009, .0016, -.001, -.011, -.002, -.007,   0.0, -.007, -.001
0.001,   0.1,   0.5, 0.625, -.001, -.035, 0.004, -.029, .0023, -.019, -.026, .0054, -.027, .0002, -.033, -.015
0.001,   0.1, 0.375, .4375, .0036, -.033, -.003, -.024, .0002, -.022, -.024, .0005, -.034, -.013, -.018, -.009
0.001,   0.1, .4375, 0.625, -.001, -.034, -.005, -.035, -0.01, -.015, -.033, .0061, -.022, .0026, -.018, -.006
0.001,   0.1, .5625, .4375, 0.007, -.031, -0.01, -.027, .0013, -.017, -0.03, .0061, -.021, -.001, -.028, -.015
0.001,   0.1, .5625, .5625, .0062, -.019, .0018, -.019, -.007, -.023, -.038, .0114, -.024, -.004, -.022, -.003
0.001,   0.1,   0.5,  0.25, .0126, -.036, -.004, -.028, -.002, -.027, -.022, -.001, -.023, -.003, -.019, -.011
0.001,   0.1, 0.375,   0.5, .0134, -.024, -.008, -.035, -.009, -0.02, -.035, .0051, -.021, -.002, -.011, -.006
0.001,   0.1, 0.625,   0.5, .0072, -.034, .0018, -.024, -.013, -.014, -.033, -.008, -.023, .0075, -.021, -.008
0.001,   0.1, 0.375, 0.625, .0032, -.032, -.006, -.029, -.011, -.013, -.023, .0003, -.018, -.006, -.007, -.015
0.002,   0.1, 0.375, 0.375, -0.01, -.059, -.027, -0.05, -.035, -.066, -.063, .0054, -.055, -0.01, -.044, -.006
0.002,   0.1, 0.625, .5625, -.005, -0.03, -.005, -.019, -.009, -.013, -.025, -.004, -.021, -.011, -.016, -.007
0.002,   0.1, 0.375, .5625, .0059, -.048, -.005, -.061, -.024, -.046, -0.08, .0024, -.042, -.007, -.045, -.012
0.002,   0.1, .5625, 0.625, .0265, -.054, -.009, -0.05, -.015, -.037, -.052, -.004, -.048, .0042, -.038, -.027
0.002,   0.1, .6875, .8125, .0167, -.065, -.018, -.031, -.016, -.045, -.077, .0122, -0.05, -.016, -0.05, -.013
0.002,   0.1, .6875, .4375, .0249, -.046, -.008, -.029, -.037, -.043, -.057, .0091, -.039, -.021, -.039, -.015
0.002,   0.1, 0.375, .4375, .0092, -.028, -.003, -.019, -.008, -.023, -.014, -.001, -.021, .0016, -.022, -0.01
0.002,   0.1,  0.75,   0.5, .0119, -.058, -.004, -.051, .0077, -.055, -.061, -.001, -.052, -.002, -.037, -.028
0.002,   0.1,   0.5, .6875, .0271, -.077, -.002, -.028, -.023, -0.02, -.035, .0027, -.032, -.007, -.045, -.018
0.002,   0.1, .4375, 0.375, .0015, -.084, -.021, -.048, -0.03, -.026, -.056, -.003, -.058,  -0.0, -.048, -.015
0.002,   0.1,   0.5, .4375, 0.007, -.058, -.006, -.053, -.007, -.042, -.059, .0014, -.031, -.018, -.038, -.013
0.002,   0.1,  0.75,   0.5, .0089, -.054, -.008, -0.05, -.024, -.029, -.049, .0053, -.041, .0009, -.028, -.022
0.002,   0.1, .8125, 0.375, .0166, -0.07, .0026, -.071, -.022, -.038, -.057, .0226, -.068, -.006, -.016, -.017
0.002,   0.1,   0.5, .4375, .0139, -.061, -.024, -.047, -.018, -.028, -.062, -0.01, -.057, .0155, -.044, -.028
0.002,   0.1, 0.375, .5625, .0144, -.038, -.002, -.041, -.015, -.008, -.035, -.008, -.024, .0073, -.007, -.004
0.002,   0.1, 0.625,   0.5, 0.007, -.045, -.002, -.046, -.018, -.057, -.066, .0078, -.059, -.008, -.019, -.036
0.002,   0.1,   0.5, .5625, .0133, -0.04, .0097, -.048, .0052, -.029, -.071, .0083, -.046, -.012, -.026, -.018
0.002,   0.1,   0.5,   0.5, .0129, -.035, .0048, -.016, -0.01, -.017, -.018, .0076, -.022, .0027, -.021, -.001
0.002,   0.1, .4375, 0.625, .0012, -.033, -.005, -.025, -.013, -.032, -.024, 0.012, -.037, -.013, -.047, -.007
0.002,   0.1, .5625, .5625, .0112, -.056, .0101, -.065, -.026, -.016, -.061, .0096, -.051, -.005, -.041, -.023
0.002,   0.1, .4375,   0.5, .0113, -.014, -.015, -.014,  -0.0, -.008, -.008, .0099, -.007, .0027, -.009, -.002
0.002,   0.1,   0.5, 0.625, -.001, -0.04, -.004, -.033, .0045, -.028, -.019, .0009, -.016, -.003, -.013, -.008
0.002,   0.1, .3125,   0.5, .0199, -0.03, .0097, -0.04, -.006, -.044, -.039, -.001, -.037, -.006, -.017, .0002
0.002,   0.1, .5625, .4375, -.004, -.026, 0.001, -.019, -.011, -.026, -.039, .0103, -0.04, .0058, -.014, -.014
0.002,   0.1, .5625, .4375, .0131, -.052, -.021, -.043, -0.01, -.049, -.064, .0156, -.054, 0.003, -.029, -.022
0.002,   0.1, .6875, .6875, .0048, -.059, .0002, -.045, -.012, -.053, -.069, .0168, -.049, -.009, -.034, -.013
0.002,   0.1, .6875, .5625, .0054, -.053, -.005, -.043, -0.03, -.034, -.037, .0071, -0.05, -.016, -.051, -.024
0.002,   0.1, .5625, .5625, .0099, -.059, -.009, -.065, -.026, -0.03, -.047, 0.017, -.041, -.002, -.025, -.023
0.002,   0.1,   0.5,   0.5, -.004, -0.05, -.003, -.031, -.046, -.041, -.068, .0054, -.054, .0003, -.022, -.017
0.002,   0.1, .5625,  0.75, .0193, -.041, -.029, -.054, -0.02, -.023, -.068, .0102, -0.05, -.012, -.028, -.013
0.002,   0.1, .5625, 0.375, 0.015, -.054, -.012, -.058, -0.02, -.032, -.055, .0136, -.038, -.014, -.062, -.015
0.002,   0.1, 0.375, .3125, -.003, -0.04, -.014, -.055, -.015, -.029, -.037, -.002, -.011, -.022, -0.02, -.001
0.002,   0.1,  0.25, .4375, .0112, -.036, .0053, -.037, -.016, -.047, -.046, .0206, -.049, -.011, -.028, -.028
0.002,   0.1, .5625,   0.5, -.011, -.064,  -0.0, -.048, -.015, -0.03, -.062, .0128, -.059, -.005, -.038, -.023
0.002,   0.1, 0.625, .5625, -.004, -.032, -.007, -.045, -.002, -.026, -.035, .0111, -.032, -.023, -.027, -0.01
0.002,   0.1,   0.5, .6875, 0.008, -.068, -.001, -.064, -.022, -.045, -.058, .0113, -.048, -.003, -.032, -.014
0.002,   0.1, .5625,  0.75, .0017, -.056, .0113, -.052, -0.01, -0.04, -.063, 0.002, -.055, .0043, -.051, -.012
0.002,   0.1, .6875, 0.625, .0171, -.059, -.004, -.065, -.014, -.035, -.054, .0173, -.025, .0161, -.056, -.005
0.002,   0.1, .5625, .6875, .0026, -.051, -.014, -.036, -.036, -.041, -.072, .0001, -.061, -.014, -.023, -.012
0.002,   0.1,   0.5, 0.375, -.001, -.034, -.004, -.018, -.016, -.019, -.032, .0005, -.025, 0.008, -.029, -.014
0.002,   0.1, .5625,   0.5, .0029, -.066, -.013, -0.06, -.019, -.038, -.069, .0019, -.049, -.001, -.033, -.023
0.002,   0.1, .6875, .4375, .0172, -.062, -.003, -.051, .0004, -.011, -.045, -.003, -.064, -.011, -.036, -.022
0.002,   0.1, .5625, .4375, .0059, -.053, -.009, -.026, -.027, -.046, -.051, .0047, -.038, -.021, -.034, -.007
0.002,   0.1,  0.75, .5625, .0138, -.058, .0086, -.056, -.002, -.055, -.055, -.001, -0.05, -.009, -.037, -.018
0.002,   0.1, .4375,   0.5, -.009, -.067, .0001, -0.06, -.011, -0.03, -.047, -.003, -.031, -.004, -.047, -.014
0.002,   0.1,   0.5,   0.5, .0092, -.051, -.008, -.063, -.026, -.026, -.058, .0189, -.069, -0.01, -.019, -.024
0.002,   0.1,   0.5, .5625, .0001, -0.03, .0001, -.049, -.016, -.048, -0.07, -.001, -.057, -.002, -.046, -.014
0.002,   0.1, 0.375, .5625, .0113, -.048, -.009, -.034, -.011, -.019, -.039, 0.006, -.038, -.004, -.032,  -0.0
0.002,   0.1, .4375, 0.625, .0175, -.034, -0.01, -.047, .0121, -.032, -.047, -.005, -.028, -.015, -.046, -0.01
0.002,   0.1, 0.625, 0.625, .0055, -.049, -.011, -.059, -.013, -0.03, -.041, .0138, -.044, -.004, -.036, -.028
0.002,   0.1,   0.5, .5625, .0159, -.053, 0.009, -.042, -.013, -0.02, -.075, -.007, -.043, .0011, -0.04, -.019
0.002,   0.1,  0.75, .5625, .0176, -.049, .0133, -.048, -.023, -.025, -.049, -.003, -.046, -.008, -.023, -.042
0.002,   0.1, .5625, .4375, .0105, -.046, -.003, -.052, -.013, -.018, -.064, .0105, -.031, -.007, -.029, -.023
0.002,   0.1,  0.75, .3125, -0.01, -.063, -.015, -0.05, -.018, -.033, -.062, -.008, -.024, -.008, -0.07, -.003
0.002,   0.1,  0.75,   0.5, .0027, -.043, .0009, -.039, -.011, -.025, -.067, .0013, -.029, -.003, -.031, -.031
0.002,   0.1, 0.625, .6875, .0086, -.048, .0111, -.047, -.028, -0.02, -.072, .0099, -.053, -.003, -.041, -.011
0.002,   0.1, 0.625, .5625, .0066, -0.06, .0042, -.045, -.006, -.041, -.061, -.008, -.055, -.015, -0.05, -.011
0.002,   0.1, 0.625,   0.5, .0015, -.062, -.001, -.056, .0118, -.037, -.054, .0258, -.046, .0042, -.054, -.018
0.002,   0.1, .6875, .5625, .0004, -.064, -.016, -.053, -.023, -.036, -.068, -.007, -.022, -.012, -.042, -.009
0.002,   0.1, .4375, 0.375, .0323, -.053, -.024, -.064, -.013, -.042, -.042, .0061, -.047, -.005, -.045, -0.02
0.002,   0.1,   0.5, 0.625, .0027, -.034, -0.01, -0.05, -.047, -0.04, -0.04, .0143, -.041, -.011, -.041, -0.03
0.002,   0.1, .4375,   0.5, .0157, -.044, -.003, -.056, -.005, -.028, -.055, .0168, -.041, .0018, -.033, -.044
0.002,   0.1, 0.375,  0.75, .0128, -.065, -.006, -.045, -.007, -.025, -.032, -.005, -.041, -.009, -.041, .0022
0.002,   0.1, .3125, 0.375, .0011, -.055, .0106, -0.04, -.021, -0.02, -.057, .0068, -.059, -.014, -.025, -.013
0.002,   0.1, 0.625, .6875, 0.011, -0.05, -.003, -.044, -.038, -.052, -0.09, .0105, -.044, -.015, -.043, -0.02
0.002,   0.1, .6875,   0.5, .0091, -.043, .0135, -.032, -.017, -.018, -0.03, -.003, -.044, -.005, -.031, -.017
0.002,   0.1, 0.625,  0.25, .0066, -.045, .0035, -.048, -.011, -.036, -0.04, .0108, -.037, -.009, -.026, -.007
0.002,   0.1,   0.5, .5625, .0127, -.048, 0.003, -.037, -.019, -.024, -.042, 0.002, -.026, -.006, -.031, -.002
0.002,   0.1, 0.625, .4375, .0152, -.056, -.017, -.029, -.024, -.049, -.059, -.005, -.045, -.019, -.053, -.008
0.002,   0.1, .6875,   0.5, 0.013, -.048, -.006, -.059, -.008, -.044, -.047, .0042, -0.04, -.007, -0.03, -.021
0.002,   0.1,   0.5,   0.5, .0009, -.023, -0.01, -.029, -.002, -.025, -.027, .0116, -.029, -.002, -.012, -.011
0.002,   0.1, .5625, .5625, .0026, -.018, -.005, -.017, -.011, -.002, -.045, .0053, -.021, -.014, -.027, -.011
0.002,   0.1, .3125, .3125, .0152, -.034, -.019, -.047, -.029, -.061, -.055, 0.009, -.041, -.009, -.044, -.013
0.002,   0.1,   0.5, .5625, .0084, -.055, -.008, -.046, -.016, -.044, -.065, .0092, -.043, 0.003, -.046, -.025
0.002,   0.1,   0.5, .4375, -.008, -.058, -.023, -.044, -.023, -.039, -.072, .0004, -.031, -.009, -.039, -.011
0.002,   0.1, .5625, 0.625, .0052, -0.06, .0038, -.049, -0.01, -.038, -.059, .0102, -.047, -.006, -.029, -.015
0.002,   0.1, .6875, .6875, .0144, -.054, -.029, -.052, -.013, -.042, -.072, .0059, -.017, -.016, -.037, -.018
0.002,   0.1, 0.625, .5625, .0035, -0.06, .0023, -.052, .0059, -.037, -.051, -.001, -.051, 0.004, -.034, -.013
0.002,   0.1, .5625, 0.375,  -0.0, -.052, .0011, -.048, -.014, -.036, -.054, .0123, -.036, -.006, -.031, -.008
0.002,   0.1, .4375, .5625, -.008, -.032, -.007, -.032, -.015, -.022, -0.04, .0036, -.042, -.023, -.045, -.004
0.002,   0.1,  0.75,   0.5, .0036, -.063, -.002, -.057, -.027, -.023, -.059, -.004, -.057, .0056, -.037, .0109
0.002,   0.1,   0.5, .6875, .0128, -0.04, -0.02, -.044, -.014, -.036, -0.05, .0142, -.032, .0046, -.037, -.024
0.002,   0.1,   0.5, .4375, .0147, -.041, -.008, -.028, -.024, -.017, -0.04, -.006, -.027, .0044, -.045, -.005
0.002,   0.1,  0.25, .4375, .0027, -.053, -.015, -.048, -.025, -.034, -0.04, .0182, -.052, -.014, -0.04, -.023
0.002,   0.1, 0.625, .4375, .0032, -.057, .0099, -.068, -.016, -.013, -.056, .0122, -.037, -.004, -.046, -.015
0.002,   0.1, 0.625,   0.5, .0123, -0.04, -.005, -.035, -.008, -.019, -.041, .0122, -0.06, -.019, -0.03, -.007
0.002,   0.1, 0.625, .4375, 0.008, -.054, -.003, -.032, -.038, -.041, -.063, .0014, -.053, .0052, -0.03, -.016
0.002,   0.1, 0.625, 0.375, .0084, -.045, -.005, -.036, -.001, -.046, -.056, .0086, -.048, -.009, -.039, -.011
0.002,   0.1,   0.5, 0.375, .0227, -.044, -.015, -.047, -.025, -.032, -.049, .0131, -.048, -.006, -0.03, -.019
0.002,   0.1, 0.625,   0.5, .0122, -.044, .0036, -.036, -0.02, -.031, -.055, .0005, -.038, .0179, -0.03, -.016
0.002,   0.1, .5625,   0.5, 0.002, -.054, -.001, -.036, -0.02, -.041, -.052, .0136, -0.04, .0076, -.038, -.016
0.002,   0.1, .6875, 0.625, .0164, -.055, -.032, -.021, -.013, -.043, -.048, .0182, -.047, .0015, -.048, -.012
0.002,   0.1, .5625, .3125, .0057, -0.04, -.003, -.032, -.025, -.013, -.037, 0.012, -.046, .0139, -.016, -.004
0.002,   0.1, 0.625, .5625, .0177, -.035, .0121, -.035, -.014, -.041, -.067, .0166, -.059, 0.011, -.022, -.019
0.002,   0.1, .5625, 0.625, 0.011, -.062, -.001, -.052, -.031, -.038, -.065, -.001, -.037, -.001, -.043, -.013
0.002,   0.1, 0.375, .5625, -.013, -.049, -.011, -.046, -.001, -.044, -.073, .0086, -.049, .0037, -.046, -.008
0.002,   0.1,  0.75,   0.5, .0088, -.072, .0066, -.051, -.018, -.046, -.072, 0.004, -.046, -.009, -.042, -0.01
0.002,   0.1, 0.375,   0.5, -0.01, -.033, .0043, -.042, -.021, -.023, -.045, .0003, -.028, .0073, -.025, -.017
0.002,   0.1,  0.75, .5625, .0139, -.057, -.008, -.035, -.025, -.056, -0.05, .0199, -.053, .0182, -.035, -.027
0.002,   0.1,  0.75, 0.625, .0109, -.054, -.008, -.061, -.021, -.039, -.064, .0053, -.048, -.016, -.018, -0.02
0.002,   0.1, .5625, 0.125, .0115, -.059, -.001, -.024, -.008, -.036, -.046, -.002, -.035, -.014, -0.04, -.012
0.002,   0.1, 0.625, 0.375, .0027, -.039, -.002, -.029, -.015, -.015, -.016, -.003, -.041, .0015, -.027, -0.02
0.002,   0.1, .6875, .5625, .0081, -.042, .0005, -.029, -0.03, -0.04, -.047, .0108, -.035, -.004, -.012, -.018
0.002,   0.1, 0.375,   0.5, 0.012, -.057, 0.002, -.048, -0.02, -.024, -.055, 0.002, -.048, -.003, -.036, -.042
0.002,   0.1, 0.625,   0.5,  -0.0, -.078, -.005, -.043, -.036, -.039, -.054, .0147, -.043, -.005, -.051, -.024
0.002,   0.1, .5625, .5625, 0.015, -.057, -0.01, -.049, -.014, -.042, -.048, .0263, -0.05, -.009, -.047, -.021
0.002,   0.1,   0.5,  0.75, .0095, -.076, .0005, -.042, -.029, -.033, -.061, .0107, -0.04, -.015, -0.04, -.025
0.002,   0.1, .5625, .4375, .0092, -.044, -.002, -.065, -.007, -.025, -.053, .0108, -.036, .0217, -.047, -.035
0.002,   0.1, .5625, .5625, .0227, -.052, -.004, -.036, -.027, -.048, -.043, .0135, -.034, -.006, -.048, -.016
0.002,   0.1, 0.375,   0.5, .0076, -0.06, -.003, -0.04, -0.02, -.046, -0.04, .0007, -.034, -.014, -.032, -.012
0.002,   0.1,   0.5, 0.625, .0104, -.087, -.015, -.057, -0.02, -.043, -.046, 0.016, -.048, -.027, -.058, -.024
0.002,   0.1,   0.5, .4375, .0038, -.018, -.016, -.036, -.015, -.026, -.021,  -0.0, -0.02,  -0.0, -0.02, -.009
0.002,   0.1, .3125, .5625, .0051, -0.02, -.011, -.023, -.014, -.016, -.025, 0.003, -.021, -.008, -.018, -.012
0.002,   0.1, .5625,  0.75, -.009, -.046, -.001, -0.05, -0.01, -.027, -.077, .0014, -.071,  -0.0, -.034, -.043
0.002,   0.1, .5625, .5625, -.001, -.006, .0046, -.018, -.004, -.001, -.003, -.001, -.003, .0011, .0003, .0022
0.002,   0.1, 0.625, .5625, .0031, -.023, .0035, -0.02, -.003, -.023, -.032, .0034, -.024, -.001, -.029, -.001
0.002,   0.1, 0.625, 0.625, -.008, -.071, .0049, -.051, -.027, -0.05, -.058, -.006, -.041, -.007, -.033, -.038
0.002,   0.1,   0.5, .4375, .0246, -.047, -.019, -.034, -.039, -.046, -.032, .0255, -.051, -0.02, -.045, -0.04
0.002,   0.1, 0.375,  0.75, .0169, -.049, -.001, -.043, -0.02, -.027, -.073, .0024, -.047, -.003, -.036, -.011
0.002,   0.1,   0.5, .4375, .0042, -0.05, -.017, -.049, -.003, -.042, -.064, 0.002, -.053, -.009, -.055, -.004
0.002,   0.1,   0.5, .5625, .0027, -.069, .0065, -.057, -.004, -.039, -.052, .0134, -.044, -.009, -.047, -.005
0.002,   0.1, .5625,  0.75, .0108, -.058, .0131, -.047, -.003, -.021, -.055, .0054, -.056, -.006, -.049, -.017
0.002,   0.1, 0.375,  0.75, .0083, -.055, -.005, -.061, -.012, -.047, -.048, .0066, -.049, -.001, -.032, -0.03
0.002,   0.1,   0.5, .6875, -.002, -.068, -.008, -.045, -0.01, -0.04, -.061, -.005, -.062, -.004, -.043, -.017
0.002,   0.1, .5625, 0.375, -.011, -.056, -.008, -.039, -.029, -.055, -.077, .0031, -.063, -.012, -.034, -.006
0.002,   0.1, 0.375,   0.5, 0.019, -.037, .0092, -.043, -.013, -.027, -.056, .0106, -.036, -.008, -.047, -.038
0.002,   0.1, .5625,   0.5, .0082, -0.06, .0081, -.031, -.044, -.038, -.049, .0067, -.051, -.004, -.057, -0.02
0.002,   0.1, .8125,   0.5, .0125, -.084, -.015, -.039, -.022, -.018, -.034, .0116, -0.04, -.003, -0.03, -0.01
0.002,   0.1, .5625,   0.5, .0184, -.059, .0064, -.036, -.015, -.045, -.061,  0.01, -.041, 0.001, -.041, -0.01
0.002,   0.1, 0.375, 0.375, .0035, -.041, -.012, -.018, -.039, -0.02, -.044, .0054, -.031, .0077, -.017, -.012
0.002,   0.1, .4375, .4375, .0135, -.052, -.022, -.052, -.013, -.055, -.046, .0107, -.046, -.011, -.034, -.013
0.002,   0.1, .6875, .5625, -.008, -.048, -.011, -0.06, -.041, -.031, -.068, .0152, -0.06, .0034, -.041, -.016
0.002,   0.1, 0.625, .5625, .0041, -.084, .0037, -.055, -0.01, -.046, -.058, .0201, -.044, -.003, -.048, .0031
0.002,   0.1, 0.625, .3125, .0085, -.056, .0049, -0.05, -0.01, -.034, -.059, .0126, -.058, -.013, -.039, -.004
0.002,   0.1, .6875, .6875, .0096, -.038, -.004, -.037, -.017, -0.04, -.067, -.009, -.037, -.008, -.021, -.001
0.002,   0.1,   0.5, 0.625,  -0.0, -.052, -.002, -0.05, -.001, -0.05, -.056, .0077, -.044, -.033, -.052, -0.02
0.002,   0.1, 0.625, .5625, -.009, -.064, -.011, -.032, -0.01, -.026, -.062, .0051, -.027, -.025, -.042, -.027
0.002,   0.1, .3125,  0.75, .0155, -.053, -.008, -.037, .0061, -.026, -.059, .0053, -.043, -.015, -.043, -.013
0.002,   0.1, 0.625, .3125, .0154, -0.04, -.002, -.042, -.021, -.037, -.059, .0073, -.029, -.001, -.038, -0.01
0.002,   0.1, .5625, 0.375, .0256, -.051, -.003, -.044, -.017, -.054, -.086, .0054, -.051, .0006, -.046, -.019
0.002,   0.1,   0.5,   0.5, .0115, -.057, -.005, -.054, -.024, -.028, -.047, .0119, -.036, -.031, -.028, -.023
0.002,   0.1,   0.5, 0.375, .0013, -.031, .0046, -.051, -.019, -.032, -.071, 0.004, -.057, -.015, -.007, .0075
0.002,   0.1, .5625,   0.5, .0069, -.058, 0.007, -.039, -.022, -.032, -.062, .0094, -.063, -.004, -.036, -.031
0.002,   0.1,   0.5,   0.5, .0033, -.068, -.025, -.042, -.022, -0.04, -.069, .0111, -.055, -.019, -.041, -.009
0.002,   0.1,   0.5, .8125, .0116, -.045, .0131, -.032, -.021, -.044, -.073, .0089, -.043, 0.007, -.038, -.008
0.002,   0.1, .5625, 0.625, .0088, -0.07,  -0.0, -.039, -.002, -0.03, -.058, .0099, -.025, -.007, -.035, -.022
0.002,   0.1, .6875, .5625, .0093, -.031, .0044, -0.06, -.021, -.054, -.058, .0109, -.067, -0.01, -0.02, -0.02
0.002,   0.1, 0.375, 0.375, .0035, -.043, .0023, -.011, -.008, -.029, -0.02, -.003, -.031, -.008, -.017, -.012
0.002,   0.1, .5625, .6875, -.007, -.028, -.003, -.022, -.021, -.023, -.039, 0.003, -.026, .0036, -.028, -.016
0.002,   0.1,   0.5, .5625, .0013, -.058, -0.01, -0.03, .0057, -.058, -.059, 0.017, -.041, -.001, -.029, -.025
0.002,   0.1, 0.875, .6875, .0092, -0.03, -.015, -.047, -.021, -.032, -.058, 0.007, -.044, -.006, -.045, -.009
0.002,   0.1, .6875,   0.5, 0.011, -.064, -0.03, -.034, -.019, -.041, -.053, .0102, -.037, .0046, -0.03, -0.03
0.002,   0.1, .5625, .8125, -.001, -.047, .0013, -.037, -.008, -.042, -.066,  0.01, -.045, -.001, -.041, -.027
0.002,   0.1,   0.5, .6875, -.003, -.035, .0084, -.031, .0025, -.021, -.033, -.005, -.027, .0063, -0.01, -.004
0.002,   0.1, .4375, .6875, .0047, -.041, -.026, -.028, -.016, -.038, -.037, .0102, -.042, -.004, -.033, -.008
